Hindi_raw,expected_outputs,model_prediction,is_correct
ख्मज आने के बाद भी उसी जह पर फिर से नजल होने लगती है,जख्म आने के बाद भी उसी जगह पर फिर से जलन होने लगती है,खाना आने के बाद भी उसी जह पर फिशर से नज़ होने लगती है।,False
कभी-कभी चलते-चलते ऐसा लगता है कि लीर ऊंगीजा और चरक्क सा लगता है,कभी-कभी चलते-चलते ऐसा लगता है कि गिर जाऊंगी और चक्कर सा लगता है,कभी-कभी चलते-चलते ऐसा लगता है।,False
सुबह उठते ही उभम मन होता है और हरदोप तक कुछ भी खा नहीं पाती,सुबह उठते ही उल्टी का मन होता है और दोपहर तक कुछ भी खा नहीं पाती,सुबह उठते ही उभन होता है और हर दिन तक कुछ भी खाना खाना होता है।,False
बरसात के मौसम में मेरे बहुत लबा झली रहे हैं,बरसात के मौसम में मेरे बहुत बाल झड़ रहे हैं,सुबह के बाद मेरे बहुत लबा झली रहे हैं।,False
बाल नेझड़ के साथ-साथ मेरे सर में खली होने लगती है,बाल झड़ने के साथ-साथ मेरे सर में खुजली होने लगती है,बाल नेझड़ के साथ मेरे सिर में खून होने लगती है।,False
आतशुरु में शाबपे निकलते ही ज ते शुभम होती है,शुरुआत में पेशाब निकलते ही तेज शुभम होती है,परिवार में शाबपे निकलते ही जकड़न होती है।,False
सर पर ठंडी ट्टीप रखने के बाद ड़ाथो आराम मिलता है,सर पर ठंडी पट्टी रखने के बाद थोड़ा आराम मिलता है,सिर पर ठंड टूटने के बाद ड़ाथो आता है।,False
कभी-कभी पूरा दिन कलनि जाता है और प्सक्क नहीं लगती,कभी-कभी पूरा दिन निकल जाता है और प्यास नहीं लगती,कभी-कभी पूरा दिन कलनी जाता है और चक्कर नहीं लगती है।,False
खाना खाने के तुरंत बाद ही झेट में गैसल हो जाती है,खाना खाने के तुरंत बाद ही पेट में गैस हो जाती है,खाना खाने के बाद झनझनाहट में गैशर हो जाती है।,False
कभी-कभी गैस इतनी बढ़ जाती है कि सांस लेने में भी क्कतदि होती है,कभी-कभी गैस इतनी बढ़ जाती है कि सांस लेने में भी दिक्कत होती है,कभी-कभी गैस बढ़ जाती है।,False
जल हुए निशान पर एक मक्री लगाने के बाद थोड़ा आम मिला था,जले हुए निशान पर एक क्रीम लगाने के बाद थोड़ा आराम मिला था,जलन हुए निशान पर एक मसूड़ लगाने के बाद थोड़ा आम मिला था।,False
ठंड के मौम में तो मुझे बिल्कुल भी सप्या नहीं लगती है,ठंड के मौसम में तो मुझे बिल्कुल भी प्यास नहीं लगती है,ठंड के बाद मुझे बिल्कुल भी सपना नहीं लगती है।,False
पिछले साल भी र्मीग के मौसम में तीप में मुझे ऐसे ही चक् आते थे,पिछले साल भी गर्मी के मौसम में धूप में मुझे ऐसे ही चक्कर आते थे,पिछले साल भी तेज़ चक्कर आते हैं।,False
गर्मी के सममौ में बिना सनस्क् लगे बाहर निकलना मुश्किल हो जाता है,गर्मी के मौसम में बिना सनस्क्रीन लगे बाहर निकलना मुश्किल हो जाता है,गर्मी के समय में सनस्क्ले लगे बाहर निकलना मुश्किल हो जाता है।,False
हर साल ठंड के मौसम में मुझे सर्द हो जाती है और सर फता है,हर साल ठंड के मौसम में मुझे सर्दी हो जाती है और सर फटता है,हर साल ठंड के बाद मुझे सर्द हो जाती है और सिर फूलना हो जाती है।,False
कभी-कभी तरा के 3:00 बज जाते हैं और मुझे दनीं नहीं आती,कभी-कभी रात के 3:00 बज जाते हैं और मुझे नींद नहीं आती,कभी-कभी रात के बाद कट आती है और मुझे कट नहीं आती है।,False
रात को सते समय मेरे मागदि में अननत ख्याल चलते रहते हैं,रात को सोते समय मेरे दिमाग में अनगिनत ख्याल चलते रहते हैं,रात को सते समय मेरे मांसपेशी में अत्यधिक ख्याल चलते हैं।,False
कभी-कभी बिना जह ही मुझे भीस्सा आ जाता है,कभी-कभी बिना वजह ही मुझे गुस्सा आ जाता है,कभी-कभी बिना जकड़न ही मुझे भी बढ़ जाता है।,False
पीरड्स के दौरान मुझे बहुत दर् होती है,पीरियड्स के दौरान मुझे बहुत दर्द होती है,पीरियड्स के दौरान मुझे बहुत दर्द होती है।,False
फोड़ वाली जगह अभी भी संवनशील है,फोड़े वाली जगह अभी भी संवेदनशील है,फोड़ की जगह अभी भी संक्रमण है।,False
लगातार खांने के बाद मेरे गल में बहुत दर्द होता है,लगातार खांसने के बाद मेरे गले में बहुत दर्द होता है,लगातार खाना खाने के बाद मेरे गल में बहुत दर्द होता है।,False
अचानक लदि की धकन कभी-कभी बहुत तेज हो जाती है,अचानक दिल की धड़कन कभी-कभी बहुत तेज हो जाती है,अचानक एलर्जी की धड़कन बहुत तेज़ हो जाती है।,False
जो काम होने के साथ-साथ मेरी नेक बिलाल हो जाती है,जुकाम होने के साथ-साथ मेरी नाक बंद हो जाती है,जोड़ होने के साथ मेरी त्वचा बिल्कुल हो जाती है।,False
पिछले हफ्ते में सीओ से गिर गई और भी भी उसी जह पर दर्द होता है,पिछले हफ्ते में सीडीओ से गिर गई और अभी भी उसी जगह पर दर्द होता है,पिछले हफ्ते में सीओ से गिर गई और भी भी दर्द होता है।,False
बार-बार चात्व खरोचने के बाद जन महसूस होती है,बार-बार त्वचा खरोचने के बाद जलन महसूस होती है,मुझे चाकार खून खून लगने के बाद जन महसूस होती है।,False
पूरा एक हफ्ता हो गया पर मुझे बुर में कोई धार नहीं दिखा,पूरा एक हफ्ता हो गया पर मुझे बुखार में कोई सुधार नहीं दिखा,मुझे बुखार में कोई कारण नहीं दिखा है।,False
मेरे सरे में बहुत ज्यादा डड्रफ हो गया है,मेरे सर में बहुत ज्यादा डैंड्रफ हो गया है,मेरे सरे में बहुत ज्यादा डाइट हो गया है।,False
ठंड के मौसम में गर् पानी से सर धने के बाद लबा झड़ते हैं,ठंड के मौसम में गर्म पानी से सर धोने के बाद बाल झड़ते हैं,ठंड के बाद गर्मी से सर धड़कने के बाद लबा झड़ते हैं।,False
अभी पिछले महीने ही मैं चक् खाकर जमीन पर गिर पड़ी और नाक से नान बहने लगा,अभी पिछले महीने ही मैं चक्कर खाकर जमीन पर गिर पड़ी और नाक से खून बहने लगा,अभी पिछले महीने ही चक्कर खाना खाने लगती है।,False
पधू में कहीं देर खड़े होने के बाद चक्र आते हैं,धूप में कहीं देर खड़े होने के बाद चक्कर आते हैं,पेशाब में कहीं देर खड़े होने के बाद चक्र आते हैं।,False
पिछले हफ्ते मैं थराड का ट्स टेस्ट कराया था पर कुछ नहींआया,पिछले हफ्ते मैं थायराइड का टेस्ट कराया था पर कुछ नहींआया,पिछले हफ्ते में थरॉल का टॉल करने पर कुछ नहीं आता है।,False
मेरे जोड़ो और मांशियोंसपे में अचानक ठन होने लगती है,मेरे जोड़ो और मांसपेशियों में अचानक ऐंठन होने लगती है,मेरे जोड़ और मांसपेशियों में अचानक ठंड होने लगती है।,False
थोड़ा सा काम करने के बाद भी घनों में दर्द होता है,थोड़ा सा काम करने के बाद भी घुटनों में दर्द होता है,थोड़ा सांस करने के बाद भी घाव में दर्द होता है।,False
एक ही जगह पर बने के बाद नाउठा मुश्किल हो जाता है,एक ही जगह पर बैठने के बाद उठाना मुश्किल हो जाता है,कोहनी पर बढ़ने के बाद नाखून मुश्किल हो जाता है।,False
बहसु ही मेरी पठ में दर्द हो जाती है,सुबह उठते ही मेरी पीठ में दर्द हो जाती है,खाना खाने के बाद दर्द हो जाती है।,False
सुबह के बाद मैं पूरा दिन कुछ उल् का मन होता नहीं खा पाती है,सुबह नाश्ते के बाद मैं पूरा दिन कुछ नहीं खा पाती उल्टी का मन होता है,सुबह के बाद मेरे दिन कुछ उल्कुल नहीं होता है।,False
ठंड में पै की हड्डियां अड़ जाती हैं और नेचल में दिक्कत होती है,ठंड में पैरों की हड्डियां अकड़ जाती हैं और चलने में दिक्कत होती है,ठंड में पैर की हड्डी अकड़न होती है और नेचर में दिक्कत होती है।,False
मेरी एड़ियों के स एक फोड़ा निकला है,मेरी एड़ियों के पास एक फोड़ा निकला है,मेरे एड़ी में फोड़ा निकला है।,False
थाडयराइ की वजह से कई दिनों और सृष्टि महसूस होती है,थायराइड की वजह से कई दिनों तक थकावट और सृष्टि महसूस होती है,दवा की वजह से कई दिनों और सृष्टि महसूस होती है।,False
हा पै औरथोंरों में अचानक से झुनी शुरू हो जाती है,हाथों और पैरों में अचानक से झुंझुनी शुरू हो जाती है,हाथों में अचानक से झुकनी शुरू हो जाती है।,False
पिछले दो किलो ही हफ्तों में मेरा वन 5 गया बढ़ है,पिछले दो ही हफ्तों में मेरा वजन 5 किलो बढ़ गया है,पिछले दो किलो ही हफ्ते में जलन बढ़ जाता है।,False
शाम बहुत ठंड के त तक हालत बत्तर हो जाती है,शाम के समय बहुत ठंड लगती है और रात तक हालत बत्तर हो जाती है,सुबह बहुत ठंड के बाद हाथ बढ़ जाती है।,False
मुझे ग्रेमाइन नहीं है पर फिर भी थोड़ी देर ध में ठने पर सर दर्द करता है,मुझे माइग्रेन नहीं है पर फिर भी थोड़ी देर धूप में बैठने पर सर दर्द करता है,मुझे ग्रेन नहीं है पर फिशर भी दर्द करता है।,False
कोई भी बीमारी नहीं है पर फिर भी थोड़ा सा काम करने के बाद तक जाती हूं,कोई भी बीमारी नहीं है पर फिर भी थोड़ा सा काम करने के बाद तक जाती हूं,कोई भी बीमारी नहीं है पर फिशर भी थोड़ा सांस करने के बाद भी जाती है।,False
सीयांमाइ चढ़ना और उतरने में श्किलयों होती है और घुटनों में दर्द शुरू हो जाता है,सीढ़ियां चढ़ना और उतरने में मुश्किल होती है और घुटनों में दर्द शुरू हो जाता है,पीरियड्स में दर्द शुरू हो जाता है और घुटना में दर्द शुरू हो जाता है।,False
पर एक क्रीम लगाई थी उस बाद से ही और खली शुरू होने लगी फोड़ा,फोड़े पर एक क्रीम लगाई थी उसके बाद से ही और खुजली शुरू होने लगी,पर एक क्रीम लगाई थी और खून शुरू होने लगती है।,False
कने लगने के बाद खन रुक ही नहीं रहा है,कट लगने के बाद खून रुक ही नहीं रहा है,कने लगने के बाद खन रुक जाता है।,False
बार हर मुझे एक ही जगह पर उगने लगता है,हर बार मुझे एक ही जगह पर फोड़ा उगने लगता है,मुझे एक ही जगह पर उँगली पर उँगली लगता है।,False
गर्मी के मौसम में भी मैं बहुत पानी हूं लेकिन फिर भी सप्या बुझती नहीं है,गर्मी के मौसम में भी मैं बहुत पानी पीती हूं लेकिन फिर भी प्यास बुझती नहीं है,गर्मी के बाद भी बहुत पानी रहता है।,False
थोड़ा सा लात भु नेत के बाद पेट फूने लगता है,थोड़ा सा तला भुना खाने के बाद पेट फूलने लगता है,थोड़ा सांस लेने के बाद पेट फूलाने लगता है।,False
झुते समय ठपी की एक नस खींती है और दर्द देर तक रहता है,झुकते समय पीठ की एक नस खींचती है और दर्द देर तक रहता है,झुकते समय ठंड की एक नस खींचता है और दर्द देर तक रहता है।,False
कभी-कभी बिना फिर भी पेट खाए पूरा जाता है लेकिन दिन निकल फुला रहता है,कभी-कभी बिना खाए पूरा दिन निकल जाता है लेकिन फिर भी पेट फुला रहता है,कभी-कभी बिना फिशर भी खाना खाने लगता है।,False
खली की वजह से मुझे लाल क्के त्वचा पर बन चुके हैं,खुजली की वजह से मुझे लाल चक्के त्वचा पर बन चुके हैं,खून की वजह से मुझे लालिमा पर बन चुके हैं।,False
पीड्स के रान मुझे बहुत स्सागु आता है,पीरियड्स के दौरान मुझे बहुत गुस्सा आता है,पीरियड्स के बाद मुझे बहुत स्खलन आता है।,False
पीड्सरिय के पहले दो में भी मुश्किल दिनों में उठने होती है,पीरियड्स के पहले दो दिनों में उठने में भी मुश्किल होती है,पीरियड्स के बाद भी मुश्किल दिनों में उठने होती है।,False
पीरियड्स के नदौरा एक हफ्ता कल नि जाता है लेकिन खून नहीं रुकता,पीरियड्स के दौरान एक हफ्ता निकल जाता है लेकिन खून नहीं रुकता,पीरियड्स के कारण एक हफ्ते कम हो जाता है।,False
र्फब लगाने के बाद पर कुछ आराम मिला था जली हुई त्वचा,बर्फ लगाने के बाद जली हुई त्वचा पर कुछ आराम मिला था,चक्कर लगाने के बाद कुछ आता है।,False
मुझे के बाद भी पैर ठंडे रहते हैं,मुझे पहनने के बाद भी पैर ठंडे रहते हैं,मुझे के बाद भी पैर ठंड रहते हैं।,False
चाहे मैं कितने भी कपड़े डाल लूं लेकिन ठंड बर्श्त नहीं होती,चाहे मैं कितने भी कपड़े डाल लूं लेकिन ठंड बर्दाश्त नहीं होती,गर्मी में कितने भी कपड़े डाल लेने पर ठंड बर्श्त नहीं होती है।,False
किसी चीज से टकराने के बाद पर की उंगली में चोट लग गई,किसी चीज से टकराने के बाद पर की उंगली में चोट लग गई,खाना खाने के बाद पर की उँगली में चोट लग गई है।,False
चोट के बाद जत डाने में भी परेनी हो रही है,चोट के बाद जूते डालने में भी परेशानी हो रही है,चोट के बाद जकड़न में भी परेनी हो रही है।,False
मुंह के अंदर छो-छो जली हुई त्वचा ले हो गए हैं और खाने में जलन होती है,मुंह के अंदर छोटे-छोटे छाले हो गए हैं और खाने में जलन होती है,मुझे अंदर छोटी हुई त्वचा लेने में जलन होती है और खाने में जलन होती है।,False
जीभ पर भी चले हो गए हैं और बलते सय भी दिक्कत होती है,जीभ पर भी चले हो गए हैं और बोलते समय भी दिक्कत होती है,जीभ पर भी चले हो गए हैं और बलते समय भी दिक्कत होती है।,False
कुछ भी गरम या मसदार खाना खाते हुए चुन महसूस होती है,कुछ भी गरम या मसालेदार खाना खाते हुए चुभन महसूस होती है,कुछ भी गर्दन खाना खाते समय चुभन महसूस होती है।,False
कई दिनों से पेब का रंग लाल खदि रहा है,कई दिनों से पेशाब का रंग लाल दिख रहा है,कई दिनों से पेड़ का रंग लाल होता है।,False
शुरुआत में बपेशा निकते ही तेज भमशु होती है,शुरुआत में पेशाब निकलते ही तेज शुभम होती है,शुरूआत में बढ़ जाते ही तेज़ महसूस होती है।,False
कभ-कभ पूरा दिन कलनि जाता है पर रफि भी पेशब नहीं आता,कभी-कभी पूरा दिन निकल जाता है पर फिर भी पेशाब नहीं आता,कभी-कभी पूरा दिन कलनी जाता है।,False
कर के पासआस लतार खुजली हो रही है,कमर के आसपास लगातार खुजली हो रही है,कर के आसपास लतार खुजली हो रही है।,False
कर के चेनी सुन पर महसूस होती है,कमर के नीचे सुन पर महसूस होती है,कर के चेहनी पर महसूस होती है।,False
बैने के बाद खड़े होने पर नीपन ज्यादा बढ़ जाती है,बैठने के बाद खड़े होने पर सुन्नपन ज्यादा बढ़ जाती है,बैठने के बाद खड़े होने पर नींद ज्यादा बढ़ जाती है।,False
मेरे हाथ से धेनी तक र्दठ उठ रही है,मेरे हाथ से कंधे तक दर्द उठ रही है,मेरे हाथ से धेनी तक र्दठ उठ रही है।,False
कमर जड़ी हुई है और कमर धीसी करना मुश्किल हो गया है,कमर जकड़ी हुई है और कमर सीधी करना मुश्किल हो गया है,कमर जकड़न हुई है और कमर धीसी करना मुश्किल हो गया है।,False
हलीथे में लतार दर्द हो रहा है और नस फटक रही है,हथेली में लगातार दर्द हो रहा है और एक नस फटक रही है,हड्डी में दर्द हो रही है और नस फूलना हो रही है।,False
दर्द कभी-कभी उंगयां तक भी फल जाता है,दर्द कभी-कभी उंगलियां तक भी फैल जाता है,दर्द कभी-कभी उँगली तक भी फल जाता है।,False
चजों को हाथों से ड़नेपक में दिक्कत होती है,चीजों को हाथों से पकड़ने में दिक्कत होती है,चलने पर हाथों से ड़ने पर दिक्कत होती है।,False
कभ-कभ रात में दर् ज्यादा शानपरे करता है,कभी-कभी रात में दर्द ज्यादा परेशान करता है,कभी-कभी रात में दर्द कम हो जाता है।,False
हथ जोरी महसूस होती है और कभी-कभी जड़ी हुई भी लगती है,हथेली कमजोरी महसूस होती है और कभी-कभी जकड़ी हुई भी लगती है,हथ जोड़ महसूस होती है और कभी-कभी जकड़न भी लगती है।,False
टैंगो और हाथों में मालिश के बाद ही थोड़ी ताकत महसूस होती है,टैंगो और हाथों में मालिश के बाद ही थोड़ी ताकत महसूस होती है,टखने के बाद थोड़ी ताकत महसूस होती है।,False
पेट की चर् कई दिनों से ज्दा लग रही है,पेट की चर्बी कई दिनों से ज्यादा लग रही है,पेट की चर्चा कई दिनों से जकड़न लगती है।,False
कुछ दनों पहले मेरा आं का ऑपरेशन हुआ था,कुछ दिनों पहले मेरा आंख का ऑपरेशन हुआ था,कुछ दवा लेने पर मेरे आंकड़न का ऑपरेशन हुआ है।,False
सर्री वली जगह पर अभी भी बत दर्द होता है,सर्जरी वाली जगह पर अभी भी बहुत दर्द होता है,खाना खाने पर अभी भी दर्द होता है।,False
मेरे दाहने गल के पास एठ महसूस होती है,मेरे दाहिने गाल के पास एक गांठ महसूस होती है,मेरे दाने के बाद एड़ी महसूस होती है।,False
गां पर हल्क सी सूजन भी है लेकिन हल्का दर्द है,गांठ पर हल्की सी सूजन भी है लेकिन हल्का दर्द है,गां पर हल्कसी सूजन भी है लेकिन हल्का दर्द भी है।,False
कई दनों से पीठ में एक गांड महस हो रही है,कई दिनों से पीठ में एक गांड महसूस हो रही है,कई दनों से पीठ में एक गैस महसूस हो रही है।,False
गांठ धीर बड़ी हुई लग रही है सा लाल रंग और हल्का भी दिख रहा है,गांठ धीरे-धीरे बड़ी हुई लग रही है और हल्का सा लाल रंग भी दिख रहा है,गांठ में बड़ी हुई लगती है।,False
गांठ की वह से त्वच चीखीं हुई महसूस होती है,गांठ की वजह से त्वचा खींची हुई महसूस होती है,गांठ की त्वचा से त्वचा सूखी हुई महसूस होती है।,False
बिना वजह ही में चिडड़ापन महसूरती हूं,बिना वजह ही में चिड़चिड़ापन महसूसकरती हूं,बिना वजह ही में चिड़चिड़ापन महसूस होती है।,False
कभ मैं बहुत खुश तो कभ बहुत सउदा हो जाती हूं,कभी-कभी मैं बहुत खुश तो कभी बहुत उदास हो जाती हूं,कभी में बहुत खुजली हो जाती है।,False
अचानक बते ही मेरे गदिमा में अनगिनत ख्याल आते रहते हैं,अचानक बैठते ही मेरे दिमाग में अनगिनत ख्याल आते रहते हैं,अचानक बढ़ते ही मेरे गला में अनगिनत ख्याल आते हैं।,False
घाव के आसपास मुझे हल् पनलाल और दव महसूस होता है,घाव के आसपास मुझे हल्का लालपन और दबाव महसूस होता है,घाव के आसपास हड्डी और दव महसूस होता है।,False
ऑशनपरे के बाद से मैं बहुत कर महसूस करती हूं,ऑपरेशन के बाद से मैं बहुत कमजोर महसूस करती हूं,बैठने के बाद से कम कर महसूस होती है।,False
शुर और बपी की चिंता मुझे अक्र सताती रहती है,शुगर और बीपी की चिंता मुझे अक्सर सताती रहती है,सुबह और बढ़ जाती है।,False
रात को नींद अचानक ही टट जाती है और वास नींद आने में बहुत समय लगता है,रात को नींद अचानक ही टूट जाती है और वापस नींद आने में बहुत समय लगता है,रात को नींद अचानक ही टट जाती है और रात को नींद आने में बहुत समय लगता है।,False
वन कम करने में बहुत मुश्ल हो रही है,वजन कम करने में बहुत मुश्किल हो रही है,ठंड कम करने में बहुत मुश्त हो रही है।,False
खाना कम खान के बाजद भी मुझे अपने वन में कुछ फर् नजर नहीं आ रहा,खाना कम खाने के बावजूद भी मुझे अपने वजन में कुछ फर्क नजर नहीं आ रहा,खाना कम खाने के बाद भी नजर नहीं आता है।,False
कड़े बहुत जल्द टइट हो जाते हैं,कपड़े बहुत जल्द टाइट हो जाते हैं,कलाई बहुत जकड़न हो जाते हैं।,False
जड़ो में दर्द बना रहता है जिसे बहुत परेनी का सामना करना पड़ता है,जोड़ों में दर्द बना रहता है जिससे बहुत परेशानी का सामना करना पड़ता है,जड़ों में दर्द बना रहता है।,False
शरीर में भापन महसूस होता है और कभ-कभ ऐंन सी होती है,शरीर में भारीपन महसूस होता है और कभी-कभी ऐंठन सी होती है,शरीर में सूजन महसूस होता है और कूल्हा ऐंठन महसूस होती है।,False
शरर का कई हिस् सुन रहता है,शरीर का कई हिस्सा सुन रहता है,शरीर का कई हिस्स सुन रहता है।,False
सु जगह ठंडी लगती है बाद वहां ऐंठन और थोड़ी देर होने लगती है,सुन जगह ठंडी लगती है और थोड़ी देर बाद वहां ऐंठन होने लगती है,सुबह ठंड लगती है बाद वहां ऐंठन और थोड़ी देर होने लगती है।,False
हल्की मालश से सतन इके पर थोड़ रात मिलती है,हल्की मालिश से सन इलाके पर थोड़ी राहत मिलती है,हल्का माल से सफेद में थकान रहती है।,False
सुन इके को दने पर एहस काम होता है,सुन इलाके को दबाने पर एहसास काम होता है,सुनने पर एहसन होता है।,False
चलत समय अस्रता महसूस होती है और ड़ोंजो में दर्द होता है,चलते समय अस्थिरता महसूस होती है और जोड़ों में दर्द होता है,चलने पर समय असहनीय महसूस होती है और ड़ों में दर्द होता है।,False
गर्म होने के कारण नाक से रअक्स खून निकल जाता है,गर्मी होने के कारण नाक से अक्सर खून निकल जाता है,गर्मी होने के कारण कान से खून निकल जाता है।,False
थोड़ा सा झुने पर भी नक से खून नेआ लगता है,थोड़ा सा झुकने पर भी नाक से खून आने लगता है,थोड़ा सांस लेने पर नकसी से खून निकला लगता है।,False
खन के साथ नाक से हल्का सा क्काथ भी निकलता है,खून के साथ नाक से हल्का सा थक्का भी निकलता है,खन के साथ कान से हल्का सांस भी निकला है।,False
नक में मबग जमा हुआ है और बार-बार नक सुंगने पड़ती है,नाक में बलगम जमा हुआ है और बार-बार नाक सुंगने पड़ती है,मासिक में मसूड़ जमा हुआ है और बार-बार नकली सुन्नपन होती है।,False
ठंड हमेंवा नाक में र्द मसूस होता है,ठंडी हवा में नाक में दर्द महसूस होता है,ठंड में नाक में दर्द होता है।,False
बार-बार सुत सुत नक के अंदर दर्द नहो शुरू हो जाता है,बार-बार सुनते सुनते नाक के अंदर दर्द होने शुरू हो जाता है,मुझे सुन्न सुन्न में दर्द न हो जाता है।,False
नाक बने के काण सुंगने की क्षमता कम हो गई है,नाक बहने के कारण सुंगने की क्षमता कम हो गई है,नाक बढ़ने के बाद सुन्नपन कम हो गई है।,False
काम होने पर नक के अद एक छाला सा लगता है,जुकाम होने पर नाक के अंदर एक छाला सा लगता है,चलने पर नकली के बाद छाले सा लगता है।,False
बर-बर ने के कारण रसि भारी लगता है,बार-बार सुनने के कारण सिर भारी लगता है,परिवार ने के कारण रसिमा भारी लगता है।,False
नाक के अंदर सून और खुली दोनों ही है,नाक के अंदर सूजन और खुजली दोनों ही है,नाक के आसपास सूजन और खुजली दोनों रहती है।,False
ठंड हव का झका लगने पर सिर में दर् होने लगता है,ठंडी हवा का झोंका लगने पर सिर में दर्द होने लगता है,ठंड में झनझना लगने पर सिर में दर्द होने लगता है।,False
सर्यों में बिना टोप के हवा लने से चक्कर आते हैं,सर्दियों में बिना टोपी के हवा लगने से चक्कर आते हैं,गर्मी में बिना टोपी के कारण चक्कर आते हैं।,False
सां लते समय भी जुबा जैसा दर्द होता है,सांस लेते समय भी चुबन जैसा दर्द होता है,सांस लेते समय भी जुकाम जैसी दर्द होता है।,False
कभ-कभ धकन जैसा दर्द महस होता है,कभी-कभी धड़कन जैसा दर्द महसूस होता है,कभी-कभी धड़कन जैसी दर्द महसूस होता है।,False
मेरे खोंआं के आसपास की कई नलसों में लाल पान दिखाई दे रहा है,मेरे आंखों के आसपास की कई नसों में लाल पान दिखाई दे रहा है,मेरे खून के आसपास की कई नलियों में लालिमा दिखाई रहता है।,False
गिरन क करण नाक पर बहत टचो लग गई है और दर्द हो रहा है,गिरने के कारण नाक पर बहुत चोट लग गई है और दर्द हो रहा है,खाना खाने के बाद दर्द हो गई है और दर्द हो गई है।,False
संक्मत जगह पर लापन और सूजन है,संक्रमित जगह पर लालपन और सूजन है,संक्रमण में लापन और सूजन है।,False
हल्क सा दबने पर भी दमवा निकलता है और दर्द होती है,हल्का सा दबाने पर भी मवाद निकलता है और दर्द होती है,हफ्ते से दबने पर भी दर्द होती है और दर्द होती है।,False
ख्मज ग्म और दर्दनाक मसूस होता है,जख्म ग्राम और दर्दनाक महसूस होता है,मुझे गैस और दर्दनाक मसूस होता है।,False
संक्मण धरे-धरे आसपास के चात्व पर फैल रहा है,संक्रमण धीरे-धीरे आसपास के त्वचा पर फैल रहा है,संक्रमण धड़कन के आसपास के चाण पर फूल रही है।,False
रात में संक्ण वाली जगह ज्यादा दुती है और खुजली होती है,रात में संक्रमण वाली जगह ज्यादा दुखती है और खुजली होती है,रात में संक्रमण वाली जगह ज्यादा होती है और खुजली होती है।,False
संक्रमण की वह से त्वचा हल्क लीपी भी दिखाई दे रही है,संक्रमण की वजह से त्वचा हल्की पीली भी दिखाई दे रही है,संक्रमण की त्वचा से त्वचा हल्कली भी दिखाई रहती है।,False
मेरी आखों का रंग हल् पला हो गया है और रात में हल्की जलन महसूस होती है,मेरी आंखों का रंग हल्का पीला हो गया है और रात में हल्की जलन महसूस होती है,मेरे आँखों का रंग हल् पला हो गया है और रात में हल्का जलन महसूस होती है।,False
मवद नकलने की वजह से कभ-कभ बबू भी आती है,मवाद निकालने की वजह से कभी-कभी बदबू भी आती है,मुझे नकलने की वजह से कूल्हा भी आती है।,False
संक्ण के कारण कपड़ लगाने में भी दर्द होता है,संक्रमण के कारण कपड़े लगाने में भी दर्द होता है,संक्रमण के कारण कपड़ लगाने में दर्द होता है।,False
पेल्वक स्सेहि में कमजोरी महसूस होती है,पेल्विक हिस्से में कमजोरी महसूस होती है,पीरियड्स में कमजोरी महसूस होती है।,False
हथ से नेदबा पर भी तकत महस नहीं होती है,हाथ से दबाने पर भी ताकत महसूस नहीं होती है,हथ से नेदबा पर भी तकलीफ महसूस होती है।,False
दन के अंत में और सते समय करीमजो ज्यादा हो जाती है,दिन के अंत में और सोते समय कमजोरी ज्यादा हो जाती है,नाक के आसपास करीमजोरी कम हो जाती है।,False
चलत समय नचे का हिस्सा ढला ढला लगता है,चलते समय नीचे का हिस्सा ढीला ढीला लगता है,चलने पर समय नचे का हिस्सा ढला लगता है।,False
लंबे सय तक एक ही जगह खड होने में दिक् महसूस होती है,लंबे समय तक एक ही जगह खड़े होने में दिक्कत महसूस होती है,लंबे समय तक एक ही जगह खून होने में दिक्कत महसूस होती है।,False
पेल्क हिस्स में सून दखाई द रही है,पेल्विक हिस्से में सूजन दिखाई दे रही है,पीरियड्स में सून दस्त रहती है।,False
सूजन के काण शरर का कलानि हिस् भारी लग रहा है,सूजन के कारण शरीर का निकला हिस्सा भारी लग रहा है,सूजन के बाद शरीर का संक्रमण महसूस होता है।,False
ठंड कोर लगने पर हल्क रात मिती है और सूजन में फर्क लगता है,ठंड टकोर लगने पर हल्की राहत मिलती है और सूजन में फर्क लगता है,ठंड को लगने पर हल्क रात निकती है और सूजन में फर्क लगता है।,False
अचक बहुत तेज घबट होने लगती है,अचानक बहुत तेज घबराहट होने लगती है,अचानक बहुत तेज़ घबराहट होने लगती है।,False
घबराहट के कारण दल बहुत तेज कनधड़ करने लगता है,घबराहट के कारण दिल बहुत तेज धड़कन करने लगता है,घबराहट के कारण दल बहुत तेज़ कट करने लगता है।,False
घहट के कारण ऐसा लता है कि जसे कुछ बुर हने वाला है,घबराहट के कारण ऐसा लगता है कि जैसे कुछ बुरा होने वाला है,घाव के कारण ऐंठन होने लगता है।,False
तब रात के समय मेरे हाथ पैर ठंड पड़ने लगते हैं,तब राहत के समय मेरे हाथ पैर ठंडा पड़ने लगते हैं,रात के समय मेरे हाथ पैर ठंड लगने लगती हैं।,False
छत पर दबाव सा लगता है जब झेमु घबराहट होने लगती है,छाती पर दबाव सा लगता है जब मुझे घबराहट होने लगती है,छाती पर दबाव सा लगता है।,False
